movement_id,origin_district,destination_code,destination_name,destination_district,destination_sub_district,destination_X,destination_Y,destination_in_cluster,destination_cluster_name,species,number,weekly_volume
D-BGR-225-1-04-IN,BOGOR,D-BGR-225,EMAD,BOGOR,CIOMAS,106.744,-6.59285,No,,BR,400,400
D-BGR-225-2-01-IN,BOGOR,D-BGR-226,BARAYA,BOGOR,CIOMAS,106.755183,-6.60485,No,,BR,30,30
D-BGR-225-2-02-IN,BOGOR,D-BGR-226,BARAYA,BOGOR,CIOMAS,106.755183,-6.60485,No,,BR,30,30
D-BGR-227-1-01-IN,BOGOR,D-BGR-227,RIZQI FARM,BOGOR,CIOMAS,106.7584,-6.607067,No,,BR,300,600
D-BGR-227-1-02-IN,CIANJUR,D-BGR-227,RIZQI FARM,BOGOR,CIOMAS,106.7584,-6.607067,No,,BR,300,600
D-BGR-227-1-03-IN,BOGOR,D-BGR-227,RIZQI FARM,BOGOR,CIOMAS,106.7584,-6.607067,No,,AK,5,5
D-BGR-228-1-01-IN,BOGOR,D-BGR-228,BAROKAH FARM,BOGOR,CIOMAS,106.744183,-6.619383,No,,BR,30,30
D-BGR-228-1-02-IN,BOGOR,D-BGR-228,BAROKAH FARM,BOGOR,CIOMAS,106.744183,-6.619383,No,,BR,30,30
D-BGR-230-1-01-IN,BOGOR,D-BGR-230,BUDI SANTOSO,BOGOR,CIAMPEA,106.69695,-6.569683,No,,BR,1000,4000
D-BGR-230-1-02-IN,BOGOR,D-BGR-230,BUDI SANTOSO,BOGOR,CIAMPEA,106.69695,-6.569683,No,,BR,1000,3000
D-BGR-230-2-01-IN,BOGOR,D-BGR-231,ANNISA,BOGOR,DRAMAGA,106.73955,-6.586933,No,,BR,150,1050
D-BGR-233-1-01-IN,BOGOR,D-BGR-233,BAPAK MARGO,BOGOR,CILEUNGSI,106.951933,-6.408333,No,,BR,1500,2250
D-BGR-233-1-02-IN,PURWAKARTA,D-BGR-233,BAPAK MARGO,BOGOR,CILEUNGSI,106.951933,-6.408333,No,,BR,1500,2250
D-BGR-233-2-01-IN,SUBANG,D-BGR-234,H. Nurman,BOGOR,CILEUNGSI,106.963283,-6.406933,No,,BR,2000,4666.666
D-BGR-233-2-02-IN,CIANJUR,D-BGR-234,H. Nurman,BOGOR,CILEUNGSI,106.963283,-6.406933,No,,BR,2000,4666.666
D-BGR-233-2-03-IN,BOGOR,D-BGR-234,H. Nurman,BOGOR,CILEUNGSI,106.963283,-6.406933,No,,BR,2000,4666.666
D-BGR-236-1-01-IN,BOGOR,D-BGR-236,BAPAK SAMIL,BOGOR,CILEUNGSI,107.026217,-6.4167,No,,AK,30,60
D-BGR-236-2-01-IN,BOGOR,D-BGR-237,Ade,BOGOR,CILEUNGSI,107.027117,-6.4137,No,,AK,50,350
D-BGR-236-2-02-IN,BOGOR,D-BGR-237,Ade,BOGOR,CILEUNGSI,107.027117,-6.4137,No,,DU,20,140
D-BGR-236-3-01-IN,BOGOR,D-BGR-238,ANWAR,BOGOR,JONGGOL,107.2483549,-6.250873707,No,,BR,370,2590
D-BGR-236-3-02-IN,BEKASI,D-BGR-238,ANWAR,BOGOR,JONGGOL,107.2483549,-6.250873707,No,,BR,60,420
D-BGR-236-4-01-IN,BEKASI,D-BGR-239,H.MARGO SUWITO (H.NASLIM),BOGOR,JONGGOL,107.058233,-6.4602,No,,BR,800,1866.6664
D-BGR-236-4-02-IN,BOGOR,D-BGR-239,H.MARGO SUWITO (H.NASLIM),BOGOR,JONGGOL,107.058233,-6.4602,No,,BR,800,1866.6664
D-BGR-236-4-03-IN,CIANJUR,D-BGR-239,H.MARGO SUWITO (H.NASLIM),BOGOR,JONGGOL,107.058233,-6.4602,No,,BR,800,1866.6664
D-BGR-236-7-01-IN,,D-BGR-243,IDRUS,BOGOR,CIAWI,106.869383,-6.689333,No,,BR,180,540
D-BGR-236-8-01-IN,,D-BGR-244,MAJID,BOGOR,CIAWI,106.8815,-6.69905,No,,BR,30,210
D-BGR-247-1-01-IN,SUKABUMI,D-BGR-247,CV RAFLY BERKAH,BOGOR,CARINGIN,106.827167,-6.71425,No,,BR,600,3000
D-BGR-247-1-02-IN,BOGOR,D-BGR-247,CV RAFLY BERKAH,BOGOR,CARINGIN,106.827167,-6.71425,No,,BR,600,1200
D-BGR-253-2-01-IN,BOGOR,D-BGR-254,ELIM,BOGOR,JASINGA,106.422067,-6.4603,No,,BR,100,400
D-BGR-253-2-02-IN,BOGOR,D-BGR-254,ELIM,BOGOR,JASINGA,106.422067,-6.4603,No,,BR,100,300
D-BGR-253-3-01-IN,BOGOR,D-BGR-255,BADRU,BOGOR,JASINGA,106.417667,-6.457433,No,,BR,200,600
D-BGR-259-1-01-IN,BOGOR,D-BGR-259,HARUN,BOGOR,TAJUR HALANG,106.75475,-6.480517,No,,BR,700,4900
D-BGR-260-1-01-IN,BOGOR,D-BGR-260,IDIK,BOGOR,CIOMAS,106.752017,-6.601083,No,,BR,100,200
D-BGR-267-1-01-IN,BOGOR,D-BGR-267,ADE,BOGOR,TENJOLAYA,106.702733,-6.604133,No,,BR,60,420
D-BGR-268-2-01-IN,BOGOR,D-BGR-269,ABDUL ROJI/OJI,BOGOR,TENJOLAYA,106.70995,-6.6087,No,,BR,60,60
D-BGR-270-1-01-IN,BOGOR,D-BGR-270,DEDE,BOGOR,TENJOLAYA,106.70595,-6.641633,No,,BR,100,33.33333
D-BGR-270-1-02-IN,LEBAK,D-BGR-270,DEDE,BOGOR,TENJOLAYA,106.70595,-6.641633,No,,BR,100,33.33333
D-BGR-270-1-03-IN,SUKABUMI,D-BGR-270,DEDE,BOGOR,TENJOLAYA,106.70595,-6.641633,No,,BR,100,33.33333
D-BGR-272-1-01-IN,BOGOR,D-BGR-272,JAJAT (ID LAMA:YAYAT),BOGOR,TENJOLAYA,106.705883,-6.630283,No,,BR,200,100
D-BGR-272-1-02-IN,SUKABUMI,D-BGR-272,JAJAT (ID LAMA:YAYAT),BOGOR,TENJOLAYA,106.705883,-6.630283,No,,BR,200,100
D-BGR-273-1-01-IN,BOGOR,D-BGR-273,USAHA BERSAMA REMAJA MASJID AL-IKHWAN,BOGOR,CIAMPEA,106.704817,-6.587817,No,,BR,133,931
D-BGR-283-1-01-IN,BOGOR,D-BGR-283,H. Saman,BOGOR,CILEUNGSI,107.02655,-6.41835,No,,AK,50,350
D-BGR-284-1-01-IN,BOGOR,D-BGR-284,SARDI,BOGOR,CILEUNGSI,107.035367,-6.417483,No,,AK,40,80
D-BGR-286-1-01-IN,BOGOR,D-BGR-286,H. Komar,BOGOR,CILEUNGSI,107.035333,-6.41745,No,,AK,30,60
D-BGR-286-1-02-IN,BOGOR,D-BGR-286,H. Komar,BOGOR,CILEUNGSI,107.035333,-6.41745,No,,DU,20,40
D-BGR-296-1-01-IN,BOGOR,D-BGR-296,H. AMAT,BOGOR,JONGGOL,107.062467,-6.4696,No,,AK,35,105
D-BGR-296-2-01-IN,BOGOR,D-BGR-297,WAHYU,BOGOR,JONGGOL,107.062467,-6.4696,No,,AK,10,20
D-BGR-299-1-01-IN,BOGOR,D-BGR-299,EKA,BOGOR,JONGGOL,107.0612,-6.457917,No,,AK,150,1050
D-BGR-299-1-02-IN,BOGOR,D-BGR-299,EKA,BOGOR,JONGGOL,107.0612,-6.457917,No,,DU,50,350
D-BGR-301-1-01-IN,BOGOR,D-BGR-301,ABAS,BOGOR,JONGGOL,107.056083,-6.473583,No,,AK,10,20
D-BGR-301-1-02-IN,BOGOR,D-BGR-301,ABAS,BOGOR,JONGGOL,107.056083,-6.473583,No,,AK,10,20
D-BGR-301-2-01-IN,BOGOR,D-BGR-302,MIMIH SURYADI (AMIH),BOGOR,JONGGOL,107.061967,-6.469717,No,,AK,10,20
D-BGR-301-2-02-IN,BOGOR,D-BGR-302,MIMIH SURYADI (AMIH),BOGOR,JONGGOL,107.061967,-6.469717,No,,DU,5,10
D-BGR-303-1-01-IN,BOGOR,D-BGR-303,SUMPENA,BOGOR,JONGGOL,107.089,-6.4735,No,,AK,50,350
D-BGR-303-1-02-IN,BOGOR,D-BGR-303,SUMPENA,BOGOR,JONGGOL,107.089,-6.4735,No,,DU,50,350
D-BGR-306-1-01-IN,BOGOR,D-BGR-306,BAPAK HENDRA WK,BOGOR,CARIU,107.109383,-6.523917,No,,BR,200,400
D-BGR-325-1-01-IN,BOGOR,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,199.99995
D-BGR-325-1-02-IN,SUKABUMI,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,199.99995
D-BGR-325-1-03-IN,CIANJUR,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,199.99995
D-BGR-325-1-04-IN,BOGOR,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,150
D-BGR-325-1-05-IN,CIANJUR,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,150
D-BGR-325-1-06-IN,SUKABUMI,D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,No,,BR,150,150
D-BGR-325-2-01-IN,SUKABUMI,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,30,69.99999
D-BGR-325-2-02-IN,BOGOR,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,30,69.99999
D-BGR-325-2-03-IN,CIANJUR,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,30,69.99999
D-BGR-325-2-04-IN,BOGOR,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,15,34.999995
D-BGR-325-2-05-IN,CIANJUR,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,15,34.999995
D-BGR-325-2-06-IN,SUKABUMI,D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,No,,BR,15,34.999995
D-BGR-325-4-01-IN,CIANJUR,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,39.99999
D-BGR-325-4-02-IN,SUKABUMI,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,39.99999
D-BGR-325-4-03-IN,BOGOR,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,39.99999
D-BGR-325-4-04-IN,SUKABUMI,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,30
D-BGR-325-4-05-IN,CIANJUR,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,30
D-BGR-325-4-06-IN,BOGOR,D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,No,,BR,30,30
D-BGR-325-5-01-IN,CIANJUR,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,BR,30,39.99999
D-BGR-325-5-02-IN,BOGOR,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,BR,30,39.99999
D-BGR-325-5-03-IN,SUKABUMI,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,BR,30,39.99999
D-BGR-325-5-04-IN,SUKABUMI,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,BR,30,45
D-BGR-325-5-05-IN,BOGOR,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,BR,30,45
D-BGR-331-1-01-IN,CIANJUR,D-BGR-331,UDIN,BOGOR,CIGOMBONG,106.783783,-6.7461,No,,BR,400,800
D-BGR-337-1-01-IN,SUKABUMI,D-BGR-337,RIDHO MANDIRI,BOGOR,CIJERUK,106.792617,-6.677467,No,,BR,300,600
D-BGR-337-1-02-IN,SUKABUMI,D-BGR-337,RIDHO MANDIRI,BOGOR,CIJERUK,106.792617,-6.677467,No,,BR,300,600
D-BKS-011-1-01-IN,JAKARTA TIMUR,D-BKS-011,AGUNG/AGUS,BEKASI,BABELAN,107.01975,-6.186517,No,,BR,70,490
D-BKS-011-1-02-IN,JAKARTA TIMUR,D-BKS-011,AGUNG/AGUS,BEKASI,BABELAN,107.01975,-6.186517,No,,AK,,
D-BKS-011-1-03-IN,KARAWANG,D-BKS-011,AGUNG/AGUS,BEKASI,BABELAN,107.01975,-6.186517,No,,BR,50,350
D-BKS-013-1-01-IN,BEKASI,D-BKS-013,LENY HIDAYAT,BEKASI,CIBARUSAH,107.074983,-6.438667,No,,BR,100,700
D-BKS-014-1-01-IN,SUBANG,D-BKS-014,ALIM ALAMSYAH,BEKASI,CIBARUSAH,107.084567,-6.424883,No,,BR,300,2100
D-BKS-017-1-01-IN,CIAMIS,D-BKS-017,P. HERU/ B. ADE/ BERKAH (HISYAM FARM),BEKASI,CIBARUSAH,107.074483,-6.438667,No,,BR,1800,5400
D-BKS-017-1-02-IN,TASIKMALAYA,D-BKS-017,P. HERU/ B. ADE/ BERKAH (HISYAM FARM),BEKASI,CIBARUSAH,107.074483,-6.438667,No,,BR,1500,6000
D-BKS-020-2-01-IN,BANDUNG,D-BKS-021,BANGKIT JAYA ABADI  / H. ASEP,BEKASI,TAMBUN SELATAN,107.056017,-6.2797,No,,BR,1800,5400
D-BKS-024-1-01-IN,BEKASI,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,AK,50,350
D-BKS-024-1-02-IN,BEKASI,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,DU,50,350
D-BKS-025-1-01-IN,BEKASI,D-BKS-025,ABDUL ROZAK,BEKASI,TARUMAJAYA,107.019767,-6.1091,No,,AK,10,70
D-BKS-027-1-01-IN,BEKASI,D-BKS-027,TPnU Aman,BEKASI,TARUMAJAYA,107.007517,-6.134533,No,,AK,20,140
D-BKS-031-1-01-IN,BEKASI,D-BKS-031,Abdilla,BEKASI,TARUMAJAYA,106.994317,-6.112517,No,,BR,20,140
D-BKS-032-1-01-IN,BEKASI,D-BKS-032,H. MASIH,BEKASI,TARUMAJAYA,106.975617,-6.130833,No,,AK,10,70
D-BKS-032-1-02-IN,BEKASI,D-BKS-032,H. MASIH,BEKASI,TARUMAJAYA,106.975617,-6.130833,No,,DU,10,70
D-BKS-044-1-01-IN,CIAMIS,,,,,,,No,,BR,5000,11666.665
D-BKS-044-1-02-IN,CIREBON,,,,,,,No,,BR,5000,11666.665
D-BKS-044-1-03-IN,TASIKMALAYA,,,,,,,No,,BR,5000,11666.665
D-BKS-045-1-01-IN,KARAWANG,D-BKS-045,PD. H Jamal,BEKASI,KEDUNGWARINGIN,107.272483,-6.26655,No,,LA,500,166.66665
D-BKS-045-1-02-IN,PURWAKARTA,D-BKS-045,PD. H Jamal,BEKASI,KEDUNGWARINGIN,107.272483,-6.26655,No,,LA,500,166.66665
D-BKS-045-1-03-IN,SUBANG,D-BKS-045,PD. H Jamal,BEKASI,KEDUNGWARINGIN,107.272483,-6.26655,No,,LA,500,166.66665
D-BKS-045-2-01-IN,BANDUNG,D-BKS-046,HJ ETI,BEKASI,KEDUNGWARINGIN,107.266333,-6.269183,No,,LA,50,350
D-BKS-047-1-01-IN,TASIKMALAYA,D-BKS-047,Cahaya Sumirat,BEKASI,KEDUNGWARINGIN,107.266233,-6.2732,No,,LA,100,200
D-BKS-047-1-02-IN,KOTA BEKASI,D-BKS-047,Cahaya Sumirat,BEKASI,KEDUNGWARINGIN,107.266233,-6.2732,No,,LA,150,150
D-BKS-048-1-01-IN,KARAWANG,D-BKS-048,MIDA,BEKASI,KEDUNGWARINGIN,107.2483549,-6.250873707,No,,BR,600,4200
D-BKS-048-2-01-IN,BOGOR,D-BKS-049,ADE,BEKASI,KEDUNGWARINGIN,107.253617,-6.246083,No,,BR,500,1000
D-BKS-048-2-02-IN,SUBANG,D-BKS-049,ADE,BEKASI,KEDUNGWARINGIN,107.253617,-6.246083,No,,BR,500,1000
D-BKS-050-1-01-IN,CIREBON,D-BKS-050,H. NAMI,BEKASI,KEDUNGWARINGIN,107.2341,-6.258967,No,,BR,2500,17500
D-BKS-051-1-01-IN,KARAWANG,D-BKS-051,H. KOTONG,BEKASI,KEDUNGWARINGIN,107.243367,-6.2537,No,,BR,500,500
D-BKS-051-1-02-IN,SUBANG,D-BKS-051,H. KOTONG,BEKASI,KEDUNGWARINGIN,107.243367,-6.2537,No,,BR,500,500
D-BKS-051-1-03-IN,BOGOR,D-BKS-051,H. KOTONG,BEKASI,KEDUNGWARINGIN,107.243367,-6.2537,No,,BR,500,500
D-BKS-052-1-01-IN,SUBANG,D-BKS-052,WK SARMAN,BEKASI,KEDUNGWARINGIN,107.2432,-6.250233,No,,LA,150,300
D-BKS-053-1-01-IN,SUKABUMI,D-BKS-053,KARDI / PD ANUGERAH,BEKASI,CIKARANG PUSAT,107.182233,-6.3317,No,,LA,400,800
D-BKS-053-2-01-IN,KARAWANG,D-BKS-054,PD. RAI RAKA,BEKASI,CIKARANG PUSAT,107.182667,-6.332683,No,,BR,40,120
D-BKS-055-1-01-IN,KARAWANG,D-BKS-055,DAMADI / UD BAGUS PUTRA,BEKASI,CIKARANG SELATAN,107.120983,-6.338067,No,,AK,50,200
D-BKS-055-1-02-IN,KARAWANG,D-BKS-055,DAMADI / UD BAGUS PUTRA,BEKASI,CIKARANG SELATAN,107.120983,-6.338067,No,,DU,100,400
D-BKS-055-1-03-IN,BOGOR,D-BKS-055,DAMADI / UD BAGUS PUTRA,BEKASI,CIKARANG SELATAN,107.120983,-6.338067,No,,BR,500,3500
D-BKS-055-2-01-IN,BEKASI,D-BKS-056,CAPUNG,BEKASI,CIKARANG SELATAN,107.121133,-6.338117,No,,BR,500,1750
D-BKS-055-2-02-IN,PURWAKARTA,D-BKS-056,CAPUNG,BEKASI,CIKARANG SELATAN,107.121133,-6.338117,No,,BR,500,1750
D-BKS-059-1-01-IN,BOGOR,D-BKS-059,TPnU Juliah,BEKASI,CIBARUSAH,107.073833,-6.4384,No,,BR,150,1050
D-BKS-061-1-01-IN,KARAWANG,D-BKS-061,EMAS,BEKASI,CIKARANG TIMUR,107.186117,-6.3161,No,,AK,,
D-BKS-061-1-02-IN,KARAWANG,D-BKS-061,EMAS,BEKASI,CIKARANG TIMUR,107.186117,-6.3161,No,,LA,150,1050
D-BKS-062-2-01-IN,,D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,No,,BR,1200,8400
D-BKS-062-3-01-IN,TASIKMALAYA,D-BKS-064,H. TARBIDIN,BEKASI,KARANGBAHAGIA,107.171783,-6.207567,No,,BR,2500,17500
D-BKS-065-2-01-IN,BOGOR,D-BKS-066,IDERA JUJUR,BEKASI,CIKARANG UTARA,107.146067,-6.256467,No,,BR,1000,2333.333
D-BKS-065-2-02-IN,SUKABUMI,D-BKS-066,IDERA JUJUR,BEKASI,CIKARANG UTARA,107.146067,-6.256467,No,,BR,1000,2333.333
D-BKS-065-2-03-IN,SUBANG,D-BKS-066,IDERA JUJUR,BEKASI,CIKARANG UTARA,107.146067,-6.256467,No,,BR,1000,2333.333
D-BKS-065-3-01-IN,BOGOR,D-BKS-067,Lestari Indah Jaya,BEKASI,CIKARANG UTARA,107.1461,-6.25645,No,,AK,300,150
D-BKS-065-3-02-IN,TASIKMALAYA,D-BKS-067,Lestari Indah Jaya,BEKASI,CIKARANG UTARA,107.1461,-6.25645,No,,AK,300,150
D-BKS-065-4-01-IN,LAMPUNG TIMUR,D-BKS-068,TIKA JAYA,BEKASI,CIKARANG UTARA,107.146033,-6.256883,No,,BR,300,450
D-BKS-065-4-02-IN,SUKABUMI,D-BKS-068,TIKA JAYA,BEKASI,CIKARANG UTARA,107.146033,-6.256883,No,,BR,300,450
D-BKS-065-5-01-IN,BOGOR,D-BKS-069,URIP JAYA/TARBIDIN,BEKASI,CIKARANG UTARA,107.146067,-6.256917,No,,LA,1100,3300
D-BKS-071-1-01-IN,CIREBON,D-BKS-071,NISA JAYA,BEKASI,BABELAN,107.044617,-6.17525,No,,BR,3000,10500
D-BKS-071-1-02-IN,INDRAMAYU,D-BKS-071,NISA JAYA,BEKASI,BABELAN,107.044617,-6.17525,No,,BR,3000,10500
D-BKS-072-1-01-IN,TANGERANG,D-BKS-072,DUTA MAKMUR,BEKASI,BABELAN,107.045167,-6.164083,No,,BR,1000,7000
D-BKS-073-1-01-IN,SUBANG,D-BKS-073,PD BERKAH JAYA,BEKASI,TARUMAJAYA,107.016833,-6.110683,No,,BR,700,4900
D-BKS-074-1-01-IN,SUKABUMI,D-BKS-074,SIBRO PEDAGANG AYAM,BEKASI,CIKARANG PUSAT,107.170183,-6.209833,No,,BR,2700,18900
D-TGR-002-1-01-IN,TANGERANG,D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,No,,AK,40,280
D-TGR-002-1-02-IN,KOTA TANGERANG,D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,No,,AK,40,280
D-TGR-002-2-01-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,5,35
D-TGR-002-2-02-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,5,35
D-TGR-002-2-03-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,5,35
D-TGR-002-2-04-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,5,35
D-TGR-002-2-05-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,10,70
D-TGR-002-2-06-IN,TANGERANG,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,AK,10,70
D-TGR-002-3-01-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-3-02-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-3-03-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-3-04-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-3-05-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-3-06-IN,TANGERANG,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,AK,10,70
D-TGR-002-4-01-IN,TANGERANG,D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,No,,AK,5,35
D-TGR-002-4-02-IN,TANGERANG,D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,No,,AK,5,35
D-TGR-002-4-03-IN,TANGERANG,D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,No,,AK,5,35
D-TGR-002-4-04-IN,TANGERANG,D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,No,,AK,5,35
D-TGR-006-1-01-IN,TANGERANG,D-TGR-006,SUNTA,TANGERANG,TELUKNAGA,106.644467,-6.056583,No,,AK,15,105
D-TGR-006-1-02-IN,TANGERANG,D-TGR-006,SUNTA,TANGERANG,TELUKNAGA,106.644467,-6.056583,No,,DU,20,140
D-TGR-009-1-01-IN,KOTA TANGERANG SELATAN,D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,No,,BR,10,20
D-TGR-009-1-02-IN,BOGOR,D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,No,,BR,10,20
D-TGR-009-1-03-IN,KOTA DEPOK,D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,No,,BR,300,2100
D-TGR-011-1-01-IN,SERANG,D-TGR-011,TPNU BAPAK SARBINI,KOTA TANGERANG SELATAN,CIPUTAT,106.745867,-6.32375,No,,BR,300,699.9999
D-TGR-011-1-02-IN,TANGERANG,D-TGR-011,TPNU BAPAK SARBINI,KOTA TANGERANG SELATAN,CIPUTAT,106.745867,-6.32375,No,,BR,300,699.9999
D-TGR-011-1-03-IN,SUBANG,D-TGR-011,TPNU BAPAK SARBINI,KOTA TANGERANG SELATAN,CIPUTAT,106.745867,-6.32375,No,,BR,300,699.9999
D-TGR-013-1-01-IN,TANGERANG,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,BR,500,1750
D-TGR-013-1-02-IN,BOGOR,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,BR,500,1750
D-TGR-013-1-03-IN,BOGOR,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,BR,500,1750
D-TGR-013-1-04-IN,TANGERANG,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,BR,500,1750
D-TGR-014-1-01-IN,KOTA TANGERANG,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,AK,20,46.66666
D-TGR-014-1-02-IN,KOTA TANGERANG SELATAN,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,AK,20,46.66666
D-TGR-014-1-03-IN,BOGOR,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,AK,20,46.66666
D-TGR-014-1-04-IN,TANGERANG,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,DU,15,52.5
D-TGR-014-1-05-IN,KOTA TANGERANG SELATAN,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,DU,15,52.5
D-TGR-014-2-01-IN,BOGOR,D-TGR-016,TPNU BAPAK KARMAN,KOTA TANGERANG SELATAN,CIPUTAT,106.746,-6.3126,No,,BR,1500,2250
D-TGR-014-2-02-IN,KOTA BANDAR LAMPUNG,D-TGR-016,TPNU BAPAK KARMAN,KOTA TANGERANG SELATAN,CIPUTAT,106.746,-6.3126,No,,BR,1500,2250
D-TGR-014-3-01-IN,JAKARTA SELATAN,D-TGR-018,H. KARI (MURNI CHIC),KOTA TANGERANG SELATAN,CIPUTAT,106.7462,-6.312617,No,,BR,450,3150
D-TGR-014-5-01-IN,TANGERANG,D-TGR-020,TPNU BAPAK SUEB,KOTA TANGERANG SELATAN,CIPUTAT,106.746117,-6.312583,No,,BR,1000,3500
D-TGR-014-5-02-IN,SERANG,D-TGR-020,TPNU BAPAK SUEB,KOTA TANGERANG SELATAN,CIPUTAT,106.746117,-6.312583,No,,BR,1000,3500
